material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,A,B,X,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X
AgNiF3,1.0,152.13,69.57,133.15,1,2,-1,1.93,1.91,3.98,0.5187969924812029,0.962406015037594,-2.05,-2.0700000000000003,-1.51,-1.53,1.357615894039735,1.3529411764705883,0.6179237593223578,Ag,Ni,F,-4.402160580000001,-4.439555410000002,-11.111416699999976,-0.24629308845482334,-4.4395555624023935,1.1366816190203481,-1.4755869046631138,-1.3513871613897686,-4.336301480858267,7.7559637802550805,7.898771670150475,19.391595983680425,132.41000000000003,125.16999999999999,40.44,190.44,156.73999999999998,37.4,54.86,33.809999999999995,143.19
CdCuI3,0.0,131.4,77.48,219.49,2,1,-1,1.69,1.9,2.66,0.35,0.5954545454545455,-0.9700000000000002,-0.7600000000000002,-1.75,-1.54,0.5542857142857144,0.49350649350649367,0.5313919013474677,Cd,Cu,I,-5.657022910000005,-4.608164319999999,-7.083940510000032,-1.1571185497219154,-0.6024405606807606,0.2908709899851069,0.9482623915387753,-1.5474569751238811,-3.4344351648747526,9.27193000127873,8.147436993683963,11.131355946143177,123.55,120.22,90.24000000000001,179.66,203.01999999999998,107.49,51.92,31.900000000000002,41.190000000000005
SnNaCl3,0.0,115.87,102.87,180.61,2,1,-1,1.96,0.93,3.16,0.56353591160221,0.6353591160220994,-1.2000000000000002,-2.23,-1.48,-2.51,0.810810810810811,0.8884462151394423,0.11995931507897897,Sn,Na,Cl,-3.6934392700000016,-2.7445312200000007,-8.594666479999974,-3.693439396789498,-2.7445313142150973,0.019723560677076313,-1.0130803347838757,-0.7570217149871556,-3.9352299810896123,6.875250052003975,5.147636303709317,13.876021229339663,106.59,175.88,67.85000000000001,135.54,260.21000000000004,75.67,46.940000000000005,845.6800000000001,224.95000000000002
RbBeCl3,0.0,172.2,44.95,180.61,1,2,-1,0.82,1.57,3.16,0.2486187845303867,0.9502762430939226,-2.3400000000000003,-1.59,-2.62,-1.87,0.8931297709923665,0.8502673796791443,1.3408319870431331,Rb,Be,Cl,-2.23129531,-5.60966653,-8.594666479999974,-0.6626547127478113,-2.0137775391295594,0.019723560677076313,-0.5654554674099543,0.6486211812660797,-3.9352299810896123,4.153592876586776,9.553745681963834,13.876021229339663,231.42,108.05000000000001,67.85000000000001,324.0,120.39999999999999,75.67,240.09999999999997,289.74,224.95000000000002
CsNiBr3,0.0,188.28,69.57,195.56,1,2,-1,0.79,1.91,2.96,0.3520408163265306,0.9591836734693876,-2.17,-1.05,-2.65,-1.53,0.8188679245283019,0.6862745098039216,1.0023354582326898,Cs,Ni,Br,-2.0859241200000014,-4.439555410000002,-7.858438990000018,-0.47924297645159664,-4.4395555624023935,0.05511027189184196,-0.5452966317296846,-1.3513871613897686,-3.6781509272527466,3.8635765556284616,7.898771670150475,12.554312316975999,253.57,125.16999999999999,75.14,319.04,156.73999999999998,88.34,202.25,33.809999999999995,22.81
RbEuCl3,0.0,172.2,116.27,180.61,1,2,-1,0.82,1.2,3.16,0.6464088397790054,0.9502762430939226,-2.3400000000000003,-1.96,-2.62,-2.24,0.8931297709923665,0.8749999999999999,0.385320542015697,Rb,Eu,Cl,-2.23129531,-2.76744646,-8.594666479999974,-0.6626547127478113,-2.7674465550017393,0.019723560677076313,-0.5654554674099543,0.4802925635161391,-3.9352299810896123,4.153592876586776,6.002313428086848,13.876021229339663,231.42,31.35,67.85000000000001,324.0,267.74,75.67,240.09999999999997,114.02,224.95000000000002
SnHfS3,0.0,115.87,70.83,184.4,2,4,-2,1.96,1.3,2.58,0.3858695652173912,0.6249999999999999,-0.6200000000000001,-1.28,-1.48,-2.14,0.41891891891891897,0.5981308411214953,0.48225225132193467,Sn,Hf,S,-3.6934392700000016,-2.693665829999998,-7.00838179000003,-3.693439396789498,-2.6936659224689756,0.8145175879610062,-1.0130803347838757,0.18457353533323026,-2.847077729734469,6.875250052003975,6.50368793830198,11.769320157021456,106.59,153.65,74.72999999999999,135.54,213.77,84.92999999999999,46.940000000000005,89.50999999999999,273.21
RbZnCl3,0.0,172.2,74.34,180.61,1,2,-1,0.82,1.65,3.16,0.4088397790055249,0.9502762430939226,-2.3400000000000003,-1.5100000000000002,-2.62,-1.79,0.8931297709923665,0.8435754189944136,0.8434293836092832,Rb,Zn,Cl,-2.23129531,-5.977182470000003,-8.594666479999974,-0.6626547127478113,-1.1074028380152596,0.019723560677076313,-0.5654554674099543,0.922398193658712,-3.9352299810896123,4.153592876586776,9.889346728482574,13.876021229339663,231.42,110.67999999999999,67.85000000000001,324.0,166.61,75.67,240.09999999999997,29.970000000000002,224.95000000000002
CsNiCl3,0.0,188.28,69.57,180.61,1,2,-1,0.79,1.91,3.16,0.3812154696132596,1.0386740331491713,-2.37,-1.2500000000000002,-2.65,-1.53,0.8943396226415095,0.8169934640522877,1.0023354582326898,Cs,Ni,Cl,-2.0859241200000014,-4.439555410000002,-8.594666479999974,-0.47924297645159664,-4.4395555624023935,0.019723560677076313,-0.5452966317296846,-1.3513871613897686,-3.9352299810896123,3.8635765556284616,7.898771670150475,13.876021229339663,253.57,125.16999999999999,67.85000000000001,319.04,156.73999999999998,75.67,202.25,33.809999999999995,224.95000000000002
LiCoBr3,0.0,115.93,74.25,195.56,1,2,-1,0.98,1.88,2.96,0.3801020408163265,0.4693877551020408,-1.98,-1.08,-2.46,-1.56,0.8048780487804879,0.6923076923076923,0.21098945166352648,Li,Co,Br,-2.8741409099999977,-4.433222810000001,-7.858438990000018,-1.0207578250408813,0.1435549649279978,0.05511027189184196,-0.7561139179561087,-1.3590473276566433,-3.6781509272527466,5.297381732850112,7.672566418386976,12.554312316975999,165.76,128.78,75.14,201.34,161.4,88.34,674.19,35.82,22.81
AgMgF3,1.0,152.13,72.45,133.15,1,2,-1,1.93,1.31,3.98,0.5413533834586466,0.962406015037594,-2.05,-2.67,-1.51,-2.13,1.357615894039735,1.2535211267605635,0.5753641449035619,Ag,Mg,F,-4.402160580000001,-4.705333049999998,-11.111416699999976,-0.24629308845482334,-1.3065628048520797,1.1366816190203481,-1.4755869046631138,0.500356888176296,-4.336301480858267,7.7559637802550805,7.971349299642951,19.391595983680425,132.41000000000003,135.17999999999998,40.44,190.44,191.16,37.4,54.86,561.2099999999999,143.19
TlMnCl3,1.0,169.89,82.83,180.61,1,2,-1,1.62,1.55,3.16,0.4585635359116021,0.9392265193370164,-1.54,-1.61,-1.82,-1.89,0.8461538461538461,0.851851851851852,0.7169578292536637,Tl,Mn,Cl,-2.36925177,-4.411136790000002,-8.594666479999974,-2.3692518513323906,-0.936468712147378,0.019723560677076313,-0.13956498682436352,-1.152247272554489,-3.9352299810896123,5.166986943295928,7.312724883033412,13.876021229339663,109.74,40.830000000000005,67.85000000000001,154.46,205.42,75.67,59.04,137.51,224.95000000000002
CsVI3,0.0,188.28,79.35,219.49,1,2,-1,0.79,1.63,2.66,0.359090909090909,0.8545454545454544,-1.87,-1.0300000000000002,-2.65,-1.81,0.7056603773584906,0.5690607734806631,0.8669941103629276,Cs,V,I,-2.0859241200000014,-4.348428499999998,-7.083940510000032,-0.47924297645159664,-4.348428649274164,0.2908709899851069,-0.5452966317296846,-0.78074486180114,-3.4344351648747526,3.8635765556284616,7.169663669121636,11.131355946143177,253.57,148.18,90.24000000000001,319.04,205.66,107.49,202.25,47.59,41.190000000000005
SrHfSe3,0.0,144.48,70.83,198.14,2,4,-2,0.95,1.3,2.55,0.3585858585858585,0.7272727272727273,-1.6,-1.2499999999999998,-2.49,-2.14,0.642570281124498,0.5841121495327102,0.7071334225346851,Sr,Hf,Se,-3.5257832000000016,-2.693665829999998,-6.510488250000024,-1.2811882639810177,-2.6936659224689756,-0.21118754724970967,0.15058605716674303,0.18457353533323026,-2.730814399751447,5.884929518021573,6.50368793830198,10.84576444731508,195.84,153.65,79.97,254.93,213.77,95.78,111.21,89.50999999999999,23.97
RbSnI3,0.0,172.2,102.53,219.49,1,2,-1,0.82,1.96,2.66,0.5227272727272726,0.7818181818181817,-1.8400000000000003,-0.7000000000000002,-2.62,-1.48,0.7022900763358779,0.4729729729729731,0.402562348450203,Rb,Sn,I,-2.23129531,-3.6934392700000016,-7.083940510000032,-0.6626547127478113,-3.693439396789498,0.2908709899851069,-0.5654554674099543,-1.0130803347838757,-3.4344351648747526,4.153592876586776,6.875250052003975,11.131355946143177,231.42,106.59,90.24000000000001,324.0,135.54,107.49,240.09999999999997,46.940000000000005,41.190000000000005
TlCoF3,1.0,169.89,74.25,133.15,1,2,-1,1.62,1.88,3.98,0.5601503759398496,1.2781954887218043,-2.36,-2.1,-1.82,-1.56,1.2967032967032965,1.3461538461538463,0.8249993116647478,Tl,Co,F,-2.36925177,-4.433222810000001,-11.111416699999976,-2.3692518513323906,0.1435549649279978,1.1366816190203481,-0.13956498682436352,-1.3590473276566433,-4.336301480858267,5.166986943295928,7.672566418386976,19.391595983680425,109.74,128.78,40.44,154.46,161.4,37.4,59.04,35.82,143.19
BaZrSe3,0.0,161.04,72.07,198.14,2,4,-2,0.89,1.33,2.55,0.3636363636363636,0.8131313131313131,-1.6599999999999997,-1.2199999999999998,-2.55,-2.11,0.6509803921568627,0.5781990521327013,0.8047382459684077,Ba,Zr,Se,-3.2293497700000002,-3.6022224400000007,-6.510488250000024,-2.0224315294266337,-3.602222563658176,-0.21118754724970967,0.18154870422262356,-0.27140667131249985,-2.730814399751447,5.363406047114364,7.139550537079975,10.84576444731508,219.67000000000002,166.94,79.97,266.14000000000004,222.0,95.78,131.01,84.44,23.97
CsHgF3,1.0,188.28,103.04,133.15,1,2,-1,0.79,2.0,3.98,0.7669172932330827,1.413533834586466,-3.19,-1.98,-2.65,-1.44,1.2037735849056603,1.375,0.6114691495456782,Cs,Hg,F,-2.0859241200000014,-6.807995810000004,-11.111416699999976,-0.47924297645159664,-0.952083492683411,1.1366816190203481,-0.5452966317296846,1.3885838835805904,-4.336301480858267,3.8635765556284616,10.679763451594111,19.391595983680425,253.57,116.75000000000001,40.44,319.04,173.51,37.4,202.25,61.58,143.19
KHgF3,1.0,164.19,103.04,133.15,1,2,-1,0.82,2.0,3.98,0.7669172932330827,1.2330827067669172,-3.16,-1.98,-2.62,-1.44,1.2061068702290076,1.375,0.47489361453992723,K,Hg,F,-2.318921259999999,-6.807995810000004,-11.111416699999976,-0.7664318763103054,-0.952083492683411,1.1366816190203481,-0.6361622968393374,1.3885838835805904,-4.336301480858267,4.31357484707873,10.679763451594111,19.391595983680425,220.49,116.75000000000001,40.44,302.81,173.51,37.4,207.79999999999998,61.58,143.19
LiMgBr3,0.0,115.93,72.45,195.56,1,2,-1,0.98,1.31,2.96,0.3673469387755102,0.4693877551020408,-1.98,-1.65,-2.46,-2.13,0.8048780487804879,0.7746478873239436,0.2451224580329851,Li,Mg,Br,-2.8741409099999977,-4.705333049999998,-7.858438990000018,-1.0207578250408813,-1.3065628048520797,0.05511027189184196,-0.7561139179561087,0.500356888176296,-3.6781509272527466,5.297381732850112,7.971349299642951,12.554312316975999,165.76,135.17999999999998,75.14,201.34,191.16,88.34,674.19,561.2099999999999,22.81
KBaCl3,0.0,164.19,134.51,180.61,1,2,-1,0.82,0.89,3.16,0.7458563535911602,0.9060773480662982,-2.3400000000000003,-2.27,-2.62,-2.55,0.8931297709923665,0.8901960784313726,0.19459164938576878,K,Ba,Cl,-2.318921259999999,-3.2293497700000002,-8.594666479999974,-0.7664318763103054,-2.0224315294266337,0.019723560677076313,-0.6361622968393374,0.18154870422262356,-3.9352299810896123,4.31357484707873,5.363406047114364,13.876021229339663,220.49,219.67000000000002,67.85000000000001,302.81,266.14000000000004,75.67,207.79999999999998,131.01,224.95000000000002
RbZnF3,1.0,172.2,74.34,133.15,1,2,-1,0.82,1.65,3.98,0.556390977443609,1.2932330827067668,-3.16,-2.33,-2.62,-1.79,1.2061068702290076,1.3016759776536313,0.8434293836092832,Rb,Zn,F,-2.23129531,-5.977182470000003,-11.111416699999976,-0.6626547127478113,-1.1074028380152596,1.1366816190203481,-0.5654554674099543,0.922398193658712,-4.336301480858267,4.153592876586776,9.889346728482574,19.391595983680425,231.42,110.67999999999999,40.44,324.0,166.61,37.4,240.09999999999997,29.970000000000002,143.19
LiMgF3,0.0,115.93,72.45,133.15,1,2,-1,0.98,1.31,3.98,0.5413533834586466,0.6917293233082706,-3.0,-2.67,-2.46,-2.13,1.2195121951219512,1.2535211267605635,0.2451224580329851,Li,Mg,F,-2.8741409099999977,-4.705333049999998,-11.111416699999976,-1.0207578250408813,-1.3065628048520797,1.1366816190203481,-0.7561139179561087,0.500356888176296,-4.336301480858267,5.297381732850112,7.971349299642951,19.391595983680425,165.76,135.17999999999998,40.44,201.34,191.16,37.4,674.19,561.2099999999999,143.19
NaNiCl3,0.0,139.25,69.57,180.61,1,2,-1,0.93,1.91,3.16,0.3812154696132596,0.7679558011049723,-2.23,-1.2500000000000002,-2.51,-1.53,0.8884462151394423,0.8169934640522877,0.7003674285334324,Na,Ni,Cl,-2.7445312200000007,-4.439555410000002,-8.594666479999974,-2.7445313142150973,-4.4395555624023935,0.019723560677076313,-0.7570217149871556,-1.3513871613897686,-3.9352299810896123,5.147636303709317,7.898771670150475,13.876021229339663,175.88,125.16999999999999,67.85000000000001,260.21000000000004,156.73999999999998,75.67,845.6800000000001,33.809999999999995,224.95000000000002
CsSrF3,1.0,188.28,117.95,133.15,1,2,-1,0.79,0.95,3.98,0.8872180451127819,1.413533834586466,-3.19,-3.03,-2.65,-2.49,1.2037735849056603,1.2168674698795179,0.46575733836428446,Cs,Sr,F,-2.0859241200000014,-3.5257832000000016,-11.111416699999976,-0.47924297645159664,-1.2811882639810177,1.1366816190203481,-0.5452966317296846,0.15058605716674303,-4.336301480858267,3.8635765556284616,5.884929518021573,19.391595983680425,253.57,195.84,40.44,319.04,254.93,37.4,202.25,111.21,143.19
CsZnCl3,0.0,188.28,74.34,180.61,1,2,-1,0.79,1.65,3.16,0.4088397790055249,1.0386740331491713,-2.37,-1.5100000000000002,-2.65,-1.79,0.8943396226415095,0.8435754189944136,0.9323768696257794,Cs,Zn,Cl,-2.0859241200000014,-5.977182470000003,-8.594666479999974,-0.47924297645159664,-1.1074028380152596,0.019723560677076313,-0.5452966317296846,0.922398193658712,-3.9352299810896123,3.8635765556284616,9.889346728482574,13.876021229339663,253.57,110.67999999999999,67.85000000000001,319.04,166.61,75.67,202.25,29.970000000000002,224.95000000000002
RbCoCl3,0.0,172.2,74.25,180.61,1,2,-1,0.82,1.88,3.16,0.4116022099447514,0.9502762430939226,-2.3400000000000003,-1.2800000000000002,-2.62,-1.56,0.8931297709923665,0.8205128205128206,0.8366953514279392,Rb,Co,Cl,-2.23129531,-4.433222810000001,-8.594666479999974,-0.6626547127478113,0.1435549649279978,0.019723560677076313,-0.5654554674099543,-1.3590473276566433,-3.9352299810896123,4.153592876586776,7.672566418386976,13.876021229339663,231.42,128.78,67.85000000000001,324.0,161.4,75.67,240.09999999999997,35.82,224.95000000000002
RbCaI3,0.0,172.2,99.98,219.49,1,2,-1,0.82,1.0,2.66,0.4545454545454545,0.7818181818181817,-1.8400000000000003,-1.66,-2.62,-2.44,0.7022900763358779,0.680327868852459,0.5423242908253617,Rb,Ca,I,-2.23129531,-3.766160950000002,-7.083940510000032,-0.6626547127478113,-1.9458476867976409,0.2908709899851069,-0.5654554674099543,0.14999546214811163,-3.4344351648747526,4.153592876586776,6.309260154585895,11.131355946143177,231.42,179.84,90.24000000000001,324.0,231.01999999999998,107.49,240.09999999999997,67.61,41.190000000000005
CuZnCl3,0.0,97.34,74.34,180.61,1,2,-1,1.9,1.65,3.16,0.4088397790055249,0.425414364640884,-1.2600000000000002,-1.5100000000000002,-1.54,-1.79,0.8181818181818183,0.8435754189944136,0.03974032864951412,Cu,Zn,Cl,-4.608164319999999,-5.977182470000003,-8.594666479999974,-0.6024405606807606,-1.1074028380152596,0.019723560677076313,-1.5474569751238811,0.922398193658712,-3.9352299810896123,8.147436993683963,9.889346728482574,13.876021229339663,120.22,110.67999999999999,67.85000000000001,203.01999999999998,166.61,75.67,31.900000000000002,29.970000000000002,224.95000000000002
RbCdBr3,1.0,172.2,95.14,195.56,1,2,-1,0.82,1.69,2.96,0.4846938775510204,0.8775510204081632,-2.14,-1.27,-2.62,-1.75,0.816793893129771,0.7257142857142858,0.5936175852129121,Rb,Cd,Br,-2.23129531,-5.657022910000005,-7.858438990000018,-0.6626547127478113,-1.1571185497219154,0.05511027189184196,-0.5654554674099543,0.9482623915387753,-3.6781509272527466,4.153592876586776,9.27193000127873,12.554312316975999,231.42,123.55,75.14,324.0,179.66,88.34,240.09999999999997,51.92,22.81
RbMnI3,0.0,172.2,82.83,219.49,1,2,-1,0.82,1.55,2.66,0.3772727272727272,0.7818181818181817,-1.8400000000000003,-1.11,-2.62,-1.89,0.7022900763358779,0.5873015873015874,0.7286538690168551,Rb,Mn,I,-2.23129531,-4.411136790000002,-7.083940510000032,-0.6626547127478113,-0.936468712147378,0.2908709899851069,-0.5654554674099543,-1.152247272554489,-3.4344351648747526,4.153592876586776,7.312724883033412,11.131355946143177,231.42,40.830000000000005,90.24000000000001,324.0,205.42,107.49,240.09999999999997,137.51,41.190000000000005
TlCrF3,1.0,169.89,80.17,133.15,1,2,-1,1.62,1.66,3.98,0.6015037593984962,1.2781954887218043,-2.36,-2.3200000000000003,-1.82,-1.78,1.2967032967032965,1.303370786516854,0.7537718023763802,Tl,Cr,F,-2.36925177,-4.38888821,-11.111416699999976,-2.3692518513323906,-4.388888360663078,1.1366816190203481,-0.13956498682436352,-1.078476583023451,-4.336301480858267,5.166986943295928,7.228119012129165,19.391595983680425,109.74,142.45999999999998,40.44,154.46,198.93,37.4,59.04,43.95,143.19
CsBeF3,1.0,188.28,44.95,133.15,1,2,-1,0.79,1.57,3.98,0.3383458646616541,1.413533834586466,-3.19,-2.41,-2.65,-1.87,1.2037735849056603,1.2887700534759359,1.4297794730596294,Cs,Be,F,-2.0859241200000014,-5.60966653,-11.111416699999976,-0.47924297645159664,-2.0137775391295594,1.1366816190203481,-0.5452966317296846,0.6486211812660797,-4.336301480858267,3.8635765556284616,9.553745681963834,19.391595983680425,253.57,108.05000000000001,40.44,319.04,120.39999999999999,37.4,202.25,289.74,143.19
KCoF3,1.0,164.19,74.25,133.15,1,2,-1,0.82,1.88,3.98,0.5601503759398496,1.2330827067669172,-3.16,-2.1,-2.62,-1.56,1.2061068702290076,1.3461538461538463,0.7890673024386846,K,Co,F,-2.318921259999999,-4.433222810000001,-11.111416699999976,-0.7664318763103054,0.1435549649279978,1.1366816190203481,-0.6361622968393374,-1.3590473276566433,-4.336301480858267,4.31357484707873,7.672566418386976,19.391595983680425,220.49,128.78,40.44,302.81,161.4,37.4,207.79999999999998,35.82,143.19
SrZrS3,1.0,144.48,72.07,184.4,2,4,-2,0.95,1.33,2.58,0.3913043478260869,0.7826086956521738,-1.63,-1.25,-2.49,-2.11,0.6546184738955823,0.5924170616113744,0.6931471805599453,Sr,Zr,S,-3.5257832000000016,-3.6022224400000007,-7.00838179000003,-1.2811882639810177,-3.602222563658176,0.8145175879610062,0.15058605716674303,-0.27140667131249985,-2.847077729734469,5.884929518021573,7.139550537079975,11.769320157021456,195.84,166.94,74.72999999999999,254.93,222.0,84.92999999999999,111.21,84.44,273.21
RbBeF3,0.0,172.2,44.95,133.15,1,2,-1,0.82,1.57,3.98,0.3383458646616541,1.2932330827067668,-3.16,-2.41,-2.62,-1.87,1.2061068702290076,1.2887700534759359,1.3408319870431331,Rb,Be,F,-2.23129531,-5.60966653,-11.111416699999976,-0.6626547127478113,-2.0137775391295594,1.1366816190203481,-0.5654554674099543,0.6486211812660797,-4.336301480858267,4.153592876586776,9.553745681963834,19.391595983680425,231.42,108.05000000000001,40.44,324.0,120.39999999999999,37.4,240.09999999999997,289.74,143.19
CsPbF3,1.0,188.28,118.46,133.15,1,2,-1,0.79,2.33,3.98,0.894736842105263,1.413533834586466,-3.19,-1.65,-2.65,-1.11,1.2037735849056603,1.4864864864864862,0.4573184697184198,Cs,Pb,F,-2.0859241200000014,-3.4960777300000014,-11.111416699999976,-0.47924297645159664,-3.4960778500144083,1.1366816190203481,-0.5452966317296846,-0.8830451593257576,-4.336301480858267,3.8635765556284616,6.576348032711487,19.391595983680425,253.57,103.96,40.44,319.04,140.49,37.4,202.25,56.76,143.19
CsMnCl3,1.0,188.28,82.83,180.61,1,2,-1,0.79,1.55,3.16,0.4585635359116021,1.0386740331491713,-2.37,-1.61,-2.65,-1.89,0.8943396226415095,0.851851851851852,0.8176013550333515,Cs,Mn,Cl,-2.0859241200000014,-4.411136790000002,-8.594666479999974,-0.47924297645159664,-0.936468712147378,0.019723560677076313,-0.5452966317296846,-1.152247272554489,-3.9352299810896123,3.8635765556284616,7.312724883033412,13.876021229339663,253.57,40.830000000000005,67.85000000000001,319.04,205.42,75.67,202.25,137.51,224.95000000000002
