material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,A,B,X,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X
KFeF3,1.0,164.19,78.4,133.15,1,2,-1,0.82,1.83,3.98,0.5864661654135338,1.2330827067669172,-3.16,-2.15,-2.62,-1.61,1.2061068702290076,1.3354037267080745,0.7431576011346065,K,Fe,F,-2.318921259999999,-4.431945739999999,-11.111416699999976,-0.7664318763103054,-0.812293287884647,1.1366816190203481,-0.6361622968393374,-1.3037382507616442,-4.336301480858267,4.31357484707873,7.470426106445764,19.391595983680425,220.49,133.01,40.44,302.81,193.65,37.4,207.79999999999998,38.15,143.19
PbHfS3,0.0,149.22,70.83,184.4,2,4,-2,2.33,1.3,2.58,0.3858695652173912,0.8097826086956521,-0.25,-1.28,-1.11,-2.14,0.2252252252252252,0.5981308411214953,0.7412664289041438,Pb,Hf,S,-3.4960777300000014,-2.693665829999998,-7.00838179000003,-3.4960778500144083,-2.6936659224689756,0.8145175879610062,-0.8830451593257576,0.18457353533323026,-2.847077729734469,6.576348032711487,6.50368793830198,11.769320157021456,103.96,153.65,74.72999999999999,140.49,213.77,84.92999999999999,56.76,89.50999999999999,273.21
KTiI3,0.0,164.19,85.67,219.49,1,2,-1,0.82,1.54,2.66,0.3909090909090909,0.7454545454545454,-1.8400000000000003,-1.12,-2.62,-1.9,0.7022900763358779,0.5894736842105264,0.6455191315706906,K,Ti,I,-2.318921259999999,-4.219539480000003,-7.083940510000032,-0.7664318763103054,-4.219539624849625,0.2908709899851069,-0.6361622968393374,-0.3138992857783973,-3.4344351648747526,4.31357484707873,7.119307230391988,11.131355946143177,220.49,154.67,90.24000000000001,302.81,206.03,107.49,207.79999999999998,51.94,41.190000000000005
PbLiBr3,0.0,149.22,75.66,195.56,2,1,-1,2.33,0.98,2.96,0.3877551020408163,0.7602040816326531,-0.6299999999999999,-1.98,-1.11,-2.46,0.5675675675675674,0.8048780487804879,0.673212965659128,Pb,Li,Br,-3.4960777300000014,-2.8741409099999977,-7.858438990000018,-3.4960778500144083,-1.0207578250408813,0.05511027189184196,-0.8830451593257576,-0.7561139179561087,-3.6781509272527466,6.576348032711487,5.297381732850112,12.554312316975999,103.96,165.76,75.14,140.49,201.34,88.34,56.76,674.19,22.81
CuTaS3,0.0,97.34,63.9,184.4,1,5,-2,1.9,1.5,2.58,0.3478260869565217,0.4184782608695652,-0.6800000000000002,-1.08,-1.54,-1.94,0.44155844155844165,0.5567010309278351,0.184922338494012,Cu,Ta,S,-4.608164319999999,-3.5963150900000027,-7.00838179000003,-0.6024405606807606,-3.5963152134553904,0.8145175879610062,-1.5474569751238811,-0.28250510470295576,-2.847077729734469,8.147436993683963,7.686524689847838,11.769320157021456,120.22,146.65,74.72999999999999,203.01999999999998,204.33,84.92999999999999,31.900000000000002,83.7,273.21
PrLuS3,0.0,130.43,85.75,184.4,3,3,-2,1.13,1.27,2.58,0.4679347826086956,0.6407608695652174,-1.4500000000000002,-1.31,-2.31,-2.17,0.6277056277056278,0.6036866359447005,0.31432739610964017,Pr,Lu,S,-2.320982129999998,-1.7533157500000005,-7.00838179000003,-2.320982209675374,-1.7533158101883548,0.8145175879610062,0.11525855498472169,0.3090144625889975,-2.847077729734469,5.700078313684422,5.26002856955933,11.769320157021456,201.97,162.29,74.72999999999999,271.35,232.06,84.92999999999999,117.97999999999999,97.53,273.21
RbCaF3,1.0,172.2,99.98,133.15,1,2,-1,0.82,1.0,3.98,0.7518796992481203,1.2932330827067668,-3.16,-2.98,-2.62,-2.44,1.2061068702290076,1.221311475409836,0.5423242908253617,Rb,Ca,F,-2.23129531,-3.766160950000002,-11.111416699999976,-0.6626547127478113,-1.9458476867976409,1.1366816190203481,-0.5654554674099543,0.14999546214811163,-4.336301480858267,4.153592876586776,6.309260154585895,19.391595983680425,231.42,179.84,40.44,324.0,231.01999999999998,37.4,240.09999999999997,67.61,143.19
BaSnS3,0.0,161.04,68.92,184.4,2,4,-2,0.89,1.96,2.58,0.3749999999999999,0.875,-1.69,-0.6200000000000001,-2.55,-1.48,0.6627450980392157,0.41891891891891897,0.8472978603872034,Ba,Sn,S,-3.2293497700000002,-3.6934392700000016,-7.00838179000003,-2.0224315294266337,-3.693439396789498,0.8145175879610062,0.18154870422262356,-1.0130803347838757,-2.847077729734469,5.363406047114364,6.875250052003975,11.769320157021456,219.67000000000002,106.59,74.72999999999999,266.14000000000004,135.54,84.92999999999999,131.01,46.940000000000005,273.21
PbAgF3,0.0,149.22,115.26,133.15,2,1,-1,2.33,1.93,3.98,0.8646616541353382,1.1203007518796992,-1.65,-2.05,-1.11,-1.51,1.4864864864864862,1.357615894039735,0.2590141775822091,Pb,Ag,F,-3.4960777300000014,-4.402160580000001,-11.111416699999976,-3.4960778500144083,-0.24629308845482334,1.1366816190203481,-0.8830451593257576,-1.4755869046631138,-4.336301480858267,6.576348032711487,7.7559637802550805,19.391595983680425,103.96,132.41000000000003,40.44,140.49,190.44,37.4,56.76,54.86,143.19
TlEuCl3,0.0,169.89,116.27,180.61,1,2,-1,1.62,1.2,3.16,0.6464088397790054,0.9392265193370164,-1.54,-1.96,-1.82,-2.24,0.8461538461538461,0.8749999999999999,0.3736245022525056,Tl,Eu,Cl,-2.36925177,-2.76744646,-8.594666479999974,-2.3692518513323906,-2.7674465550017393,0.019723560677076313,-0.13956498682436352,0.4802925635161391,-3.9352299810896123,5.166986943295928,6.002313428086848,13.876021229339663,109.74,31.35,67.85000000000001,154.46,267.74,75.67,59.04,114.02,224.95000000000002
BaNaF3,0.0,161.04,102.87,133.15,2,1,-1,0.89,0.93,3.98,0.7669172932330827,1.2105263157894737,-3.09,-3.05,-2.55,-2.51,1.211764705882353,1.2151394422310757,0.456431551700192,Ba,Na,F,-3.2293497700000002,-2.7445312200000007,-11.111416699999976,-2.0224315294266337,-2.7445313142150973,1.1366816190203481,0.18154870422262356,-0.7570217149871556,-4.336301480858267,5.363406047114364,5.147636303709317,19.391595983680425,219.67000000000002,175.88,40.44,266.14000000000004,260.21000000000004,37.4,131.01,845.6800000000001,143.19
RbMgI3,0.0,172.2,72.45,219.49,1,2,-1,0.82,1.31,2.66,0.3272727272727272,0.7818181818181817,-1.8400000000000003,-1.35,-2.62,-2.13,0.7022900763358779,0.6338028169014085,0.8708283577973978,Rb,Mg,I,-2.23129531,-4.705333049999998,-7.083940510000032,-0.6626547127478113,-1.3065628048520797,0.2908709899851069,-0.5654554674099543,0.500356888176296,-3.4344351648747526,4.153592876586776,7.971349299642951,11.131355946143177,231.42,135.17999999999998,90.24000000000001,324.0,191.16,107.49,240.09999999999997,561.2099999999999,41.190000000000005
ErScS3,1.0,100.41,74.11,184.4,3,3,-2,1.24,1.36,2.58,0.404891304347826,0.5771739130434783,-1.34,-1.22,-2.2,-2.08,0.6090909090909091,0.5865384615384615,0.3545249834223247,Er,Sc,S,-3.1956924299999976,-3.2357286599999986,-7.00838179000003,-1.116046528311978,-3.2357287710770692,0.8145175879610062,0.36409826249169613,0.27533029145358084,-2.847077729734469,6.339470940626883,6.884657007341072,11.769320157021456,26.96,165.06,74.72999999999999,255.11,217.73999999999998,84.92999999999999,111.71,58.09,273.21
AgCaCl3,0.0,152.13,99.98,180.61,1,2,-1,1.93,1.0,3.16,0.5524861878453039,0.7071823204419889,-1.2300000000000002,-2.16,-1.51,-2.44,0.8145695364238412,0.8852459016393444,0.2468600779315258,Ag,Ca,Cl,-4.402160580000001,-3.766160950000002,-8.594666479999974,-0.24629308845482334,-1.9458476867976409,0.019723560677076313,-1.4755869046631138,0.14999546214811163,-3.9352299810896123,7.7559637802550805,6.309260154585895,13.876021229339663,132.41000000000003,179.84,67.85000000000001,190.44,231.01999999999998,75.67,54.86,67.61,224.95000000000002
RbBaBr3,0.0,172.2,134.51,195.56,1,2,-1,0.82,0.89,2.96,0.6887755102040817,0.8775510204081632,-2.14,-2.07,-2.62,-2.55,0.816793893129771,0.8117647058823529,0.24221969837502347,Rb,Ba,Br,-2.23129531,-3.2293497700000002,-7.858438990000018,-0.6626547127478113,-2.0224315294266337,0.05511027189184196,-0.5654554674099543,0.18154870422262356,-3.6781509272527466,4.153592876586776,5.363406047114364,12.554312316975999,231.42,219.67000000000002,75.14,324.0,266.14000000000004,88.34,240.09999999999997,131.01,22.81
CaCuCl3,0.0,133.65,77.48,180.61,2,1,-1,1.0,1.9,3.16,0.425414364640884,0.7403314917127072,-2.16,-1.2600000000000002,-2.44,-1.54,0.8852459016393444,0.8181818181818183,0.5540343780972276,Ca,Cu,Cl,-3.766160950000002,-4.608164319999999,-8.594666479999974,-1.9458476867976409,-0.6024405606807606,0.019723560677076313,0.14999546214811163,-1.5474569751238811,-3.9352299810896123,6.309260154585895,8.147436993683963,13.876021229339663,179.84,120.22,67.85000000000001,231.01999999999998,203.01999999999998,75.67,67.61,31.900000000000002,224.95000000000002
LaYbSe3,0.0,136.19,86.89,198.14,3,3,-2,1.1,1.1,2.55,0.4383838383838384,0.686868686868687,-1.4499999999999995,-1.4499999999999995,-2.34,-2.34,0.6196581196581195,0.6196581196581195,0.44904826406974757,La,Yb,Se,-2.778124050000001,-3.076992080000003,-6.510488250000024,-2.7781241453682792,-1.0944533775707237,-0.21118754724970967,-0.2216918666232401,0.47679991736050453,-2.730814399751447,5.8114999284947535,6.531525574217345,10.84576444731508,205.43,173.83,79.97,267.61,248.89999999999998,95.78,119.73,112.50999999999999,23.97
AgSnCl3,0.0,152.13,102.53,180.61,1,2,-1,1.93,1.96,3.16,0.6353591160220994,0.7071823204419889,-1.2300000000000002,-1.2000000000000002,-1.51,-1.48,0.8145695364238412,0.810810810810811,0.10709813555636712,Ag,Sn,Cl,-4.402160580000001,-3.6934392700000016,-8.594666479999974,-0.24629308845482334,-3.693439396789498,0.019723560677076313,-1.4755869046631138,-1.0130803347838757,-3.9352299810896123,7.7559637802550805,6.875250052003975,13.876021229339663,132.41000000000003,106.59,67.85000000000001,190.44,135.54,75.67,54.86,46.940000000000005,224.95000000000002
CsMnI3,0.0,188.28,82.83,219.49,1,2,-1,0.79,1.55,2.66,0.3772727272727272,0.8545454545454544,-1.87,-1.11,-2.65,-1.89,0.7056603773584906,0.5873015873015874,0.8176013550333515,Cs,Mn,I,-2.0859241200000014,-4.411136790000002,-7.083940510000032,-0.47924297645159664,-0.936468712147378,0.2908709899851069,-0.5452966317296846,-1.152247272554489,-3.4344351648747526,3.8635765556284616,7.312724883033412,11.131355946143177,253.57,40.830000000000005,90.24000000000001,319.04,205.42,107.49,202.25,137.51,41.190000000000005
KCaI3,0.0,164.19,99.98,219.49,1,2,-1,0.82,1.0,2.66,0.4545454545454545,0.7454545454545454,-1.8400000000000003,-1.66,-2.62,-2.44,0.7022900763358779,0.680327868852459,0.494696241836107,K,Ca,I,-2.318921259999999,-3.766160950000002,-7.083940510000032,-0.7664318763103054,-1.9458476867976409,0.2908709899851069,-0.6361622968393374,0.14999546214811163,-3.4344351648747526,4.31357484707873,6.309260154585895,11.131355946143177,220.49,179.84,90.24000000000001,302.81,231.01999999999998,107.49,207.79999999999998,67.61,41.190000000000005
RbNiBr3,0.0,172.2,69.57,195.56,1,2,-1,0.82,1.91,2.96,0.3520408163265306,0.8775510204081632,-2.14,-1.05,-2.62,-1.53,0.816793893129771,0.6862745098039216,0.9133879722161936,Rb,Ni,Br,-2.23129531,-4.439555410000002,-7.858438990000018,-0.6626547127478113,-4.4395555624023935,0.05511027189184196,-0.5654554674099543,-1.3513871613897686,-3.6781509272527466,4.153592876586776,7.898771670150475,12.554312316975999,231.42,125.16999999999999,75.14,324.0,156.73999999999998,88.34,240.09999999999997,33.809999999999995,22.81
NaZnF3,1.0,139.25,74.34,133.15,1,2,-1,0.93,1.65,3.98,0.556390977443609,1.045112781954887,-3.05,-2.33,-2.51,-1.79,1.2151394422310757,1.3016759776536313,0.6304088399265221,Na,Zn,F,-2.7445312200000007,-5.977182470000003,-11.111416699999976,-2.7445313142150973,-1.1074028380152596,1.1366816190203481,-0.7570217149871556,0.922398193658712,-4.336301480858267,5.147636303709317,9.889346728482574,19.391595983680425,175.88,110.67999999999999,40.44,260.21000000000004,166.61,37.4,845.6800000000001,29.970000000000002,143.19
SrNaCl3,0.0,144.48,102.87,180.61,2,1,-1,0.95,0.93,3.16,0.56353591160221,0.7955801104972375,-2.21,-2.23,-2.49,-2.51,0.8875502008032128,0.8884462151394423,0.3448404862917294,Sr,Na,Cl,-3.5257832000000016,-2.7445312200000007,-8.594666479999974,-1.2811882639810177,-2.7445313142150973,0.019723560677076313,0.15058605716674303,-0.7570217149871556,-3.9352299810896123,5.884929518021573,5.147636303709317,13.876021229339663,195.84,175.88,67.85000000000001,254.93,260.21000000000004,75.67,111.21,845.6800000000001,224.95000000000002
BaLiBr3,0.0,161.04,75.66,195.56,2,1,-1,0.89,0.98,2.96,0.3877551020408163,0.8214285714285715,-2.07,-1.98,-2.55,-2.46,0.8117647058823529,0.8048780487804879,0.7506710246981321,Ba,Li,Br,-3.2293497700000002,-2.8741409099999977,-7.858438990000018,-2.0224315294266337,-1.0207578250408813,0.05511027189184196,0.18154870422262356,-0.7561139179561087,-3.6781509272527466,5.363406047114364,5.297381732850112,12.554312316975999,219.67000000000002,165.76,75.14,266.14000000000004,201.34,88.34,131.01,674.19,22.81
KCaF3,1.0,164.19,99.98,133.15,1,2,-1,0.82,1.0,3.98,0.7518796992481203,1.2330827067669172,-3.16,-2.98,-2.62,-2.44,1.2061068702290076,1.221311475409836,0.494696241836107,K,Ca,F,-2.318921259999999,-3.766160950000002,-11.111416699999976,-0.7664318763103054,-1.9458476867976409,1.1366816190203481,-0.6361622968393374,0.14999546214811163,-4.336301480858267,4.31357484707873,6.309260154585895,19.391595983680425,220.49,179.84,40.44,302.81,231.01999999999998,37.4,207.79999999999998,67.61,143.19
SrNaBr3,0.0,144.48,102.87,195.56,2,1,-1,0.95,0.93,2.96,0.5204081632653061,0.7346938775510204,-2.01,-2.03,-2.49,-2.51,0.8072289156626504,0.8087649402390438,0.3448404862917294,Sr,Na,Br,-3.5257832000000016,-2.7445312200000007,-7.858438990000018,-1.2811882639810177,-2.7445313142150973,0.05511027189184196,0.15058605716674303,-0.7570217149871556,-3.6781509272527466,5.884929518021573,5.147636303709317,12.554312316975999,195.84,175.88,75.14,254.93,260.21000000000004,88.34,111.21,845.6800000000001,22.81
BaLiCl3,0.0,161.04,75.66,180.61,2,1,-1,0.89,0.98,3.16,0.4198895027624309,0.8895027624309393,-2.27,-2.18,-2.55,-2.46,0.8901960784313726,0.8861788617886179,0.7506710246981321,Ba,Li,Cl,-3.2293497700000002,-2.8741409099999977,-8.594666479999974,-2.0224315294266337,-1.0207578250408813,0.019723560677076313,0.18154870422262356,-0.7561139179561087,-3.9352299810896123,5.363406047114364,5.297381732850112,13.876021229339663,219.67000000000002,165.76,67.85000000000001,266.14000000000004,201.34,75.67,131.01,674.19,224.95000000000002
RbVI3,0.0,172.2,79.35,219.49,1,2,-1,0.82,1.63,2.66,0.359090909090909,0.7818181818181817,-1.8400000000000003,-1.0300000000000002,-2.62,-1.81,0.7022900763358779,0.5690607734806631,0.7780466243464316,Rb,V,I,-2.23129531,-4.348428499999998,-7.083940510000032,-0.6626547127478113,-4.348428649274164,0.2908709899851069,-0.5654554674099543,-0.78074486180114,-3.4344351648747526,4.153592876586776,7.169663669121636,11.131355946143177,231.42,148.18,90.24000000000001,324.0,205.66,107.49,240.09999999999997,47.59,41.190000000000005
AgMgCl3,0.0,152.13,72.45,180.61,1,2,-1,1.93,1.31,3.16,0.3977900552486187,0.7071823204419889,-1.2300000000000002,-1.85,-1.51,-2.13,0.8145695364238412,0.8685446009389672,0.5753641449035619,Ag,Mg,Cl,-4.402160580000001,-4.705333049999998,-8.594666479999974,-0.24629308845482334,-1.3065628048520797,0.019723560677076313,-1.4755869046631138,0.500356888176296,-3.9352299810896123,7.7559637802550805,7.971349299642951,13.876021229339663,132.41000000000003,135.17999999999998,67.85000000000001,190.44,191.16,75.67,54.86,561.2099999999999,224.95000000000002
AgCdBr3,0.0,152.13,95.14,195.56,1,2,-1,1.93,1.69,2.96,0.4846938775510204,0.653061224489796,-1.03,-1.27,-1.51,-1.75,0.6821192052980133,0.7257142857142858,0.29815337231907646,Ag,Cd,Br,-4.402160580000001,-5.657022910000005,-7.858438990000018,-0.24629308845482334,-1.1571185497219154,0.05511027189184196,-1.4755869046631138,0.9482623915387753,-3.6781509272527466,7.7559637802550805,9.27193000127873,12.554312316975999,132.41000000000003,123.55,75.14,190.44,179.66,88.34,54.86,51.92,22.81
CeErS3,0.0,133.42,88.98,184.4,3,3,-2,1.12,1.24,2.58,0.483695652173913,0.7282608695652174,-1.46,-1.34,-2.32,-2.2,0.6293103448275862,0.6090909090909091,0.4092034302187716,Ce,Er,S,-2.5303330600000007,-3.1956924299999976,-7.00838179000003,-2.5303331468620374,-1.116046528311978,0.8145175879610062,0.0869328039854952,0.36409826249169613,-2.847077729734469,5.7005260616958715,6.339470940626883,11.769320157021456,204.28,26.96,74.72999999999999,257.54,255.11,84.92999999999999,118.67999999999999,111.71,273.21
BaUSe3,1.0,161.04,88.69,198.14,2,4,-2,0.89,1.38,2.55,0.4494949494949495,0.8131313131313131,-1.6599999999999997,-1.17,-2.55,-2.06,0.6509803921568627,0.5679611650485437,0.5927679952523233,Ba,U,Se,-3.2293497700000002,-1.9952727799999994,-6.510488250000024,-2.0224315294266337,-1.9952728484943232,-0.21118754724970967,0.18154870422262356,0.546861732757815,-2.730814399751447,5.363406047114364,5.590257855882314,10.84576444731508,219.67000000000002,187.98000000000002,79.97,266.14000000000004,241.76,95.78,131.01,131.23,23.97
CsCdF3,1.0,188.28,95.14,133.15,1,2,-1,0.79,1.69,3.98,0.7142857142857142,1.413533834586466,-3.19,-2.29,-2.65,-1.75,1.2037735849056603,1.3085714285714285,0.6825650712294085,Cs,Cd,F,-2.0859241200000014,-5.657022910000005,-11.111416699999976,-0.47924297645159664,-1.1571185497219154,1.1366816190203481,-0.5452966317296846,0.9482623915387753,-4.336301480858267,3.8635765556284616,9.27193000127873,19.391595983680425,253.57,123.55,40.44,319.04,179.66,37.4,202.25,51.92,143.19
TbScS3,1.0,120.11,74.11,184.4,3,3,-2,1.1,1.36,2.58,0.404891304347826,0.5951086956521738,-1.48,-1.22,-2.34,-2.08,0.6324786324786326,0.5865384615384615,0.38512542387104165,Tb,Sc,S,-3.0839381900000022,-3.2357286599999986,-7.00838179000003,-1.3025399247139844,-3.2357287710770692,0.8145175879610062,0.48482139862178486,0.27533029145358084,-2.847077729734469,6.119534423052706,6.884657007341072,11.769320157021456,29.39,165.06,74.72999999999999,257.89,217.73999999999998,84.92999999999999,112.45,58.09,273.21
NaCaI3,0.0,139.25,99.98,219.49,1,2,-1,0.93,1.0,2.66,0.4545454545454545,0.6318181818181817,-1.73,-1.66,-2.51,-2.44,0.6892430278884463,0.680327868852459,0.3293037471426003,Na,Ca,I,-2.7445312200000007,-3.766160950000002,-7.083940510000032,-2.7445313142150973,-1.9458476867976409,0.2908709899851069,-0.7570217149871556,0.14999546214811163,-3.4344351648747526,5.147636303709317,6.309260154585895,11.131355946143177,175.88,179.84,90.24000000000001,260.21000000000004,231.01999999999998,107.49,845.6800000000001,67.61,41.190000000000005
RbTiI3,0.0,172.2,85.67,219.49,1,2,-1,0.82,1.54,2.66,0.3909090909090909,0.7818181818181817,-1.8400000000000003,-1.12,-2.62,-1.9,0.7022900763358779,0.5894736842105264,0.6931471805599453,Rb,Ti,I,-2.23129531,-4.219539480000003,-7.083940510000032,-0.6626547127478113,-4.219539624849625,0.2908709899851069,-0.5654554674099543,-0.3138992857783973,-3.4344351648747526,4.153592876586776,7.119307230391988,11.131355946143177,231.42,154.67,90.24000000000001,324.0,206.03,107.49,240.09999999999997,51.94,41.190000000000005
BaNaCl3,0.0,161.04,102.87,180.61,2,1,-1,0.89,0.93,3.16,0.56353591160221,0.8895027624309393,-2.27,-2.23,-2.55,-2.51,0.8901960784313726,0.8884462151394423,0.456431551700192,Ba,Na,Cl,-3.2293497700000002,-2.7445312200000007,-8.594666479999974,-2.0224315294266337,-2.7445313142150973,0.019723560677076313,0.18154870422262356,-0.7570217149871556,-3.9352299810896123,5.363406047114364,5.147636303709317,13.876021229339663,219.67000000000002,175.88,67.85000000000001,266.14000000000004,260.21000000000004,75.67,131.01,845.6800000000001,224.95000000000002
KMnF3,1.0,164.19,82.83,133.15,1,2,-1,0.82,1.55,3.98,0.6240601503759398,1.2330827067669172,-3.16,-2.43,-2.62,-1.89,1.2061068702290076,1.2857142857142858,0.6810258200276005,K,Mn,F,-2.318921259999999,-4.411136790000002,-11.111416699999976,-0.7664318763103054,-0.936468712147378,1.1366816190203481,-0.6361622968393374,-1.152247272554489,-4.336301480858267,4.31357484707873,7.312724883033412,19.391595983680425,220.49,40.830000000000005,40.44,302.81,205.42,37.4,207.79999999999998,137.51,143.19
KMnI3,0.0,164.19,82.83,219.49,1,2,-1,0.82,1.55,2.66,0.3772727272727272,0.7454545454545454,-1.8400000000000003,-1.11,-2.62,-1.89,0.7022900763358779,0.5873015873015874,0.6810258200276005,K,Mn,I,-2.318921259999999,-4.411136790000002,-7.083940510000032,-0.7664318763103054,-0.936468712147378,0.2908709899851069,-0.6361622968393374,-1.152247272554489,-3.4344351648747526,4.31357484707873,7.312724883033412,11.131355946143177,220.49,40.830000000000005,90.24000000000001,302.81,205.42,107.49,207.79999999999998,137.51,41.190000000000005
CeYbSe3,0.0,133.42,86.89,198.14,3,3,-2,1.12,1.1,2.55,0.4383838383838384,0.6767676767676768,-1.4299999999999995,-1.4499999999999995,-2.32,-2.34,0.6163793103448274,0.6196581196581195,0.43423317828460695,Ce,Yb,Se,-2.5303330600000007,-3.076992080000003,-6.510488250000024,-2.5303331468620374,-1.0944533775707237,-0.21118754724970967,0.0869328039854952,0.47679991736050453,-2.730814399751447,5.7005260616958715,6.531525574217345,10.84576444731508,204.28,173.83,79.97,257.54,248.89999999999998,95.78,118.67999999999999,112.50999999999999,23.97
CaLiCl3,0.0,133.65,75.66,180.61,2,1,-1,1.0,0.98,3.16,0.4198895027624309,0.7403314917127072,-2.16,-2.18,-2.44,-2.46,0.8852459016393444,0.8861788617886179,0.5671064596645805,Ca,Li,Cl,-3.766160950000002,-2.8741409099999977,-8.594666479999974,-1.9458476867976409,-1.0207578250408813,0.019723560677076313,0.14999546214811163,-0.7561139179561087,-3.9352299810896123,6.309260154585895,5.297381732850112,13.876021229339663,179.84,165.76,67.85000000000001,231.01999999999998,201.34,75.67,67.61,674.19,224.95000000000002
BaNbS3,0.0,161.04,67.89,184.4,2,4,-2,0.89,1.6,2.58,0.3695652173913044,0.875,-1.69,-0.98,-2.55,-1.84,0.6627450980392157,0.5326086956521738,0.8618966598083562,Ba,Nb,S,-3.2293497700000002,-4.453728150000003,-7.00838179000003,-2.0224315294266337,-4.45372830288892,0.8145175879610062,0.18154870422262356,-1.1054994379504735,-2.847077729734469,5.363406047114364,7.135067946929306,11.769320157021456,219.67000000000002,158.34,74.72999999999999,266.14000000000004,209.16,84.92999999999999,131.01,77.56,273.21
UVS3,1.0,117.04,79.35,184.4,4,2,-2,1.38,1.63,2.58,0.4293478260869565,0.6358695652173912,-1.2000000000000002,-0.9500000000000002,-2.06,-1.81,0.5825242718446603,0.5248618784530388,0.3927260823307346,U,V,S,-1.9952727799999994,-4.348428499999998,-7.00838179000003,-1.9952728484943232,-4.348428649274164,0.8145175879610062,0.546861732757815,-0.78074486180114,-2.847077729734469,5.590257855882314,7.169663669121636,11.769320157021456,187.98000000000002,148.18,74.72999999999999,241.76,205.66,84.92999999999999,131.23,47.59,273.21
UCrS3,1.0,117.04,80.17,184.4,4,2,-2,1.38,1.66,2.58,0.4347826086956521,0.6358695652173912,-1.2000000000000002,-0.9200000000000002,-2.06,-1.78,0.5825242718446603,0.5168539325842697,0.38014730012387443,U,Cr,S,-1.9952727799999994,-4.38888821,-7.00838179000003,-1.9952728484943232,-4.388888360663078,0.8145175879610062,0.546861732757815,-1.078476583023451,-2.847077729734469,5.590257855882314,7.228119012129165,11.769320157021456,187.98000000000002,142.45999999999998,74.72999999999999,241.76,198.93,84.92999999999999,131.23,43.95,273.21
TlCdI3,0.0,169.89,95.14,219.49,1,2,-1,1.62,1.69,2.66,0.4318181818181817,0.7727272727272726,-1.04,-0.9700000000000002,-1.82,-1.75,0.5714285714285714,0.5542857142857144,0.581921545449721,Tl,Cd,I,-2.36925177,-5.657022910000005,-7.083940510000032,-2.3692518513323906,-1.1571185497219154,0.2908709899851069,-0.13956498682436352,0.9482623915387753,-3.4344351648747526,5.166986943295928,9.27193000127873,11.131355946143177,109.74,123.55,90.24000000000001,154.46,179.66,107.49,59.04,51.92,41.190000000000005
CsCdCl3,1.0,188.28,95.14,180.61,1,2,-1,0.79,1.69,3.16,0.5248618784530387,1.0386740331491713,-2.37,-1.4700000000000002,-2.65,-1.75,0.8943396226415095,0.8400000000000001,0.6825650712294085,Cs,Cd,Cl,-2.0859241200000014,-5.657022910000005,-8.594666479999974,-0.47924297645159664,-1.1571185497219154,0.019723560677076313,-0.5452966317296846,0.9482623915387753,-3.9352299810896123,3.8635765556284616,9.27193000127873,13.876021229339663,253.57,123.55,67.85000000000001,319.04,179.66,75.67,202.25,51.92,224.95000000000002
SnTiS3,0.0,115.87,60.28,184.4,2,4,-2,1.96,1.54,2.58,0.3288043478260869,0.6249999999999999,-0.6200000000000001,-1.04,-1.48,-1.9,0.41891891891891897,0.5473684210526316,0.6422887633264545,Sn,Ti,S,-3.6934392700000016,-4.219539480000003,-7.00838179000003,-3.693439396789498,-4.219539624849625,0.8145175879610062,-1.0130803347838757,-0.3138992857783973,-2.847077729734469,6.875250052003975,7.119307230391988,11.769320157021456,106.59,154.67,74.72999999999999,135.54,206.03,84.92999999999999,46.940000000000005,51.94,273.21
TlPbCl3,0.0,169.89,118.46,180.61,1,2,-1,1.62,2.33,3.16,0.6574585635359116,0.9392265193370164,-1.54,-0.8300000000000001,-1.82,-1.11,0.8461538461538461,0.7477477477477478,0.3566749439387324,Tl,Pb,Cl,-2.36925177,-3.4960777300000014,-8.594666479999974,-2.3692518513323906,-3.4960778500144083,0.019723560677076313,-0.13956498682436352,-0.8830451593257576,-3.9352299810896123,5.166986943295928,6.576348032711487,13.876021229339663,109.74,103.96,67.85000000000001,154.46,140.49,75.67,59.04,56.76,224.95000000000002
KCdCl3,1.0,164.19,95.14,180.61,1,2,-1,0.82,1.69,3.16,0.5248618784530387,0.9060773480662982,-2.3400000000000003,-1.4700000000000002,-2.62,-1.75,0.8931297709923665,0.8400000000000001,0.5459895362236576,K,Cd,Cl,-2.318921259999999,-5.657022910000005,-8.594666479999974,-0.7664318763103054,-1.1571185497219154,0.019723560677076313,-0.6361622968393374,0.9482623915387753,-3.9352299810896123,4.31357484707873,9.27193000127873,13.876021229339663,220.49,123.55,67.85000000000001,302.81,179.66,75.67,207.79999999999998,51.92,224.95000000000002
