Unnamed: 0,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,rA,rB,rX,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess
MgPdS3,Mg,Pd,S,2.0,4.0,-2.0,1.31,2.2,2.58,88.4,61.53,184.4,-1.27,-0.3799999999999999,-2.13,-1.2399999999999998,1.436697545912563,0.3336767895878525,0.4793926247288503,0.5962441314553991,0.3064516129032257,-4.705333049999998,-4.050029529999997,-7.00838179000003,-1.3065628048520797,-3.3187316339264146,0.8145175879610062,0.500356888176296,-0.6164896771706587,-2.847077729734469,7.971349299642951,9.117200058967594,11.769320157021456,135.17999999999998,142.19,74.72999999999999,191.16,221.34,84.92999999999999,561.2099999999999,58.190000000000005,273.21,0.7315670204087346,0.7843663474021239,6.92686382973198,1.526093555582981
MgPdSe3,Mg,Pd,Se,2.0,4.0,-2.0,1.31,2.2,2.55,88.4,61.53,198.14,-1.2399999999999998,-0.3499999999999996,-2.13,-1.2399999999999998,1.436697545912563,0.3105380034319168,0.446149187443222,0.5821596244131455,0.2822580645161288,-4.705333049999998,-4.050029529999997,-6.510488250000024,-1.3065628048520797,-3.3187316339264146,-0.2111875472497096,0.500356888176296,-0.6164896771706587,-2.730814399751447,7.971349299642951,9.117200058967594,10.84576444731508,135.17999999999998,142.19,79.97,191.16,221.34,95.78,561.2099999999999,58.190000000000005,23.97,0.7196907032430094,0.7802783820374796,7.150169534266352,1.6093307045215688
MgCrSe3,Mg,Cr,Se,2.0,4.0,-2.0,1.31,1.66,2.55,88.4,54.9,198.14,-1.2399999999999998,-0.8899999999999999,-2.13,-1.78,1.610200364298725,0.2770768143736752,0.446149187443222,0.5821596244131455,0.4999999999999999,-4.705333049999998,-4.38888821,-6.510488250000024,-1.3065628048520797,-4.388888360663078,-0.2111875472497096,0.500356888176296,-1.078476583023451,-2.730814399751447,7.971349299642951,7.228119012129165,10.84576444731508,135.17999999999998,142.45999999999998,79.97,191.16,198.93,95.78,561.2099999999999,43.95,23.97,0.8337022154799234,0.8007227610799569,6.369561852198815,0.9322969236987292
VZnS3,Zn,V,S,2.0,4.0,-2.0,1.65,1.63,2.58,89.54,58.44,184.4,-0.9300000000000002,-0.9500000000000002,-1.79,-1.81,1.5321697467488025,0.3169197396963123,0.4855748373101952,0.5195530726256984,0.5248618784530388,-5.977182470000003,-4.348428499999998,-7.00838179000003,-1.1074028380152596,-4.348428649274164,0.8145175879610062,0.922398193658712,-0.78074486180114,-2.847077729734469,9.889346728482574,7.169663669121636,11.769320157021456,110.68,148.18,74.72999999999999,166.61,205.66,84.92999999999999,29.97,47.59,273.21,0.7977694489445032,0.7976664453043765,6.337112386379751,0.7895983107208802
VZnSe3,Zn,V,Se,2.0,4.0,-2.0,1.65,1.63,2.55,89.54,58.44,198.14,-0.8999999999999999,-0.92,-1.79,-1.81,1.5321697467488025,0.2949429696174422,0.4519026950640961,0.5027932960893854,0.5082872928176795,-5.977182470000003,-4.348428499999998,-6.510488250000024,-1.1074028380152596,-4.348428649274164,-0.2111875472497096,0.922398193658712,-0.78074486180114,-2.730814399751447,9.889346728482574,7.169663669121636,10.84576444731508,110.68,148.18,79.97,166.61,205.66,95.78,29.97,47.59,23.97,0.7863017795192653,0.7928170209088111,6.572225322724719,0.784247587479022
ZnRhS3,Zn,Rh,S,2.0,4.0,-2.0,1.65,2.28,2.58,89.54,60.12,184.4,-0.9300000000000002,-0.3000000000000002,-1.79,-1.16,1.4893546240851632,0.3260303687635574,0.4855748373101952,0.5195530726256984,0.2586206896551726,-5.977182470000003,-3.3722443599999976,-7.00838179000003,-1.1074028380152596,-3.3722444757634187,0.8145175879610062,0.922398193658712,-0.8612050155585504,-2.847077729734469,9.889346728482574,8.367325920243628,11.769320157021456,110.68,145.95,74.72999999999999,166.61,217.77,84.92999999999999,29.97,61.38,273.21,0.7694274709422282,0.7921859953284589,6.544950737845239,1.591452982793931
ZnRhSe3,Zn,Rh,Se,2.0,4.0,-2.0,1.65,2.28,2.55,89.54,60.12,198.14,-0.8999999999999999,-0.27,-1.79,-1.16,1.4893546240851632,0.3034218229534672,0.4519026950640961,0.5027932960893854,0.2327586206896551,-5.977182470000003,-3.3722443599999976,-6.510488250000024,-1.1074028380152596,-3.3722444757634187,-0.2111875472497096,0.922398193658712,-0.8612050155585504,-2.730814399751447,9.889346728482574,8.367325920243628,10.84576444731508,110.68,145.95,79.97,166.61,217.77,95.78,29.97,61.38,23.97,0.7579598015169903,0.7876596887817809,6.773493652016895,1.7014622699941635
TiZnS3,Zn,Ti,S,2.0,4.0,-2.0,1.65,1.54,2.58,89.54,60.28,184.4,-0.9300000000000002,-1.04,-1.79,-1.9,1.4854014598540146,0.3268980477223427,0.4855748373101952,0.5195530726256984,0.5473684210526316,-5.977182470000003,-4.219539480000003,-7.00838179000003,-1.1074028380152596,-4.219539624849625,0.8145175879610062,0.922398193658712,-0.3138992857783973,-2.847077729734469,9.889346728482574,7.119307230391988,11.769320157021456,110.68,154.67,74.72999999999999,166.61,206.03,84.92999999999999,29.97,51.94,273.21,0.7667696620687072,0.7916679727714352,6.567056078182191,0.7514381757021521
TiZnSe3,Zn,Ti,Se,2.0,4.0,-2.0,1.65,1.54,2.55,89.54,60.28,198.14,-0.8999999999999999,-1.0099999999999998,-1.79,-1.9,1.4854014598540146,0.3042293327949935,0.4519026950640961,0.5027932960893854,0.5315789473684209,-5.977182470000003,-4.219539480000003,-6.510488250000024,-1.1074028380152596,-4.219539624849625,-0.2111875472497096,0.922398193658712,-0.3138992857783973,-2.730814399751447,9.889346728482574,7.119307230391988,10.84576444731508,110.68,154.67,79.97,166.61,206.03,95.78,29.97,51.94,23.97,0.7553019926434691,0.787172011550123,6.794992375461554,0.744545682698551
ZnRuS3,Zn,Ru,S,2.0,4.0,-2.0,1.65,2.2,2.58,89.54,61.98,184.4,-0.9300000000000002,-0.3799999999999999,-1.79,-1.2399999999999998,1.4446595676024525,0.336117136659436,0.4855748373101952,0.5195530726256984,0.3064516129032257,-5.977182470000003,-3.652617989999997,-7.00838179000003,-1.1074028380152596,-3.6526181153881687,0.8145175879610062,0.922398193658712,-1.199648388181199,-2.847077729734469,9.889346728482574,7.647563452523535,11.769320157021456,110.68,148.4,74.72999999999999,166.61,212.11,84.92999999999999,29.97,64.80999999999999,273.21,0.7389582834673998,0.7862055344496907,6.829259539561141,1.3329200563472268
ZnRuSe3,Zn,Ru,Se,2.0,4.0,-2.0,1.65,2.2,2.55,89.54,61.98,198.14,-0.8999999999999999,-0.3499999999999996,-1.79,-1.2399999999999998,1.4446595676024525,0.3128091248612092,0.4519026950640961,0.5027932960893854,0.2822580645161288,-5.977182470000003,-3.652617989999997,-6.510488250000024,-1.1074028380152596,-3.6526181153881687,-0.2111875472497096,0.922398193658712,-1.199648388181199,-2.730814399751447,9.889346728482574,7.647563452523535,10.84576444731508,110.68,148.4,79.97,166.61,212.11,95.78,29.97,64.80999999999999,23.97,0.7274906140421616,0.7820274920220773,7.050943953888343,1.3930449817983066
ZnMoS3,Zn,Mo,S,2.0,4.0,-2.0,1.65,2.16,2.58,89.54,65.04,184.4,-0.9300000000000002,-0.4199999999999999,-1.79,-1.2799999999999998,1.3766912669126692,0.3527114967462039,0.4855748373101952,0.5195530726256984,0.328125,-5.977182470000003,-4.274195439999998,-7.00838179000003,-1.1074028380152596,-4.274195586725868,0.8145175879610062,0.922398193658712,-1.5291146854901538,-2.847077729734469,9.889346728482574,6.943164897341698,11.769320157021456,110.68,154.49,74.72999999999999,166.61,220.52,84.92999999999999,29.97,72.79,273.21,0.7568245889333258,0.7765607744456173,7.448031211819816,1.229606206304952
ZnMoSe3,Zn,Mo,Se,2.0,4.0,-2.0,1.65,2.16,2.55,89.54,65.04,198.14,-0.8999999999999999,-0.3899999999999997,-1.79,-1.2799999999999998,1.3766912669126692,0.3282527505803977,0.4519026950640961,0.5027932960893854,0.3046874999999998,-5.977182470000003,-4.274195439999998,-6.510488250000024,-1.1074028380152596,-4.274195586725868,-0.2111875472497096,0.922398193658712,-1.5291146854901538,-2.730814399751447,9.889346728482574,6.943164897341698,10.84576444731508,110.68,154.49,79.97,166.61,220.52,95.78,29.97,72.79,23.97,0.6964394271764756,0.7729348401276037,7.659285824365941,1.2754919579243662
TaZnS3,Zn,Ta,S,2.0,4.0,-2.0,1.65,1.5,2.58,89.54,68.04,184.4,-0.9300000000000002,-1.08,-1.79,-1.94,1.3159905937683716,0.3689804772234273,0.4855748373101952,0.5195530726256984,0.5567010309278351,-5.977182470000003,-3.5963150900000027,-7.00838179000003,-1.1074028380152596,-3.5963152134553904,0.8145175879610062,0.922398193658712,-0.2825051047029557,-2.847077729734469,9.889346728482574,7.686524689847838,11.769320157021456,110.68,146.65,74.72999999999999,166.61,204.33,84.92999999999999,29.97,83.7,273.21,0.8344558521758787,0.7673321168503991,8.295312714989528,0.7161290115981225
TaZnSe3,Zn,Ta,Se,2.0,4.0,-2.0,1.65,1.5,2.55,89.54,68.04,198.14,-0.8999999999999999,-1.0499999999999998,-1.79,-1.94,1.3159905937683716,0.3433935601090139,0.4519026950640961,0.5027932960893854,0.5412371134020618,-5.977182470000003,-3.5963150900000027,-6.510488250000024,-1.1074028380152596,-3.5963152134553904,-0.2111875472497096,0.922398193658712,-0.2825051047029557,-2.730814399751447,9.889346728482574,7.686524689847838,10.84576444731508,110.68,146.65,79.97,166.61,204.33,95.78,29.97,83.7,23.97,0.7718143485218136,0.7642234248432742,8.497252750262895,0.7099409948264734
NbZnS3,Zn,Nb,S,2.0,4.0,-2.0,1.65,1.6,2.58,89.54,67.89,184.4,-0.9300000000000002,-0.98,-1.79,-1.84,1.3188982177051114,0.3681670281995661,0.4855748373101952,0.5195530726256984,0.532608695652174,-5.977182470000003,-4.453728150000003,-7.00838179000003,-1.1074028380152596,-4.45372830288892,0.8145175879610062,0.922398193658712,-1.1054994379504737,-2.847077729734469,9.889346728482574,7.135067946929306,11.769320157021456,110.68,158.34,74.72999999999999,166.61,209.16,84.92999999999999,29.97,77.56,273.21,0.8306219349140507,0.7677883371426325,8.24588334942882,0.7489678500276324
NbZnSe3,Zn,Nb,Se,2.0,4.0,-2.0,1.65,1.6,2.55,89.54,67.89,198.14,-0.8999999999999999,-0.9499999999999996,-1.79,-1.84,1.3188982177051114,0.342636519632583,0.4519026950640961,0.5027932960893854,0.5163043478260868,-5.977182470000003,-4.453728150000003,-6.510488250000024,-1.1074028380152596,-4.45372830288892,-0.2111875472497096,0.922398193658712,-1.1054994379504737,-2.730814399751447,9.889346728482574,7.135067946929306,10.84576444731508,110.68,158.34,79.97,166.61,209.16,95.78,29.97,77.56,23.97,0.7680932483548466,0.764654329304149,8.448269562420423,0.7446442630565546
HfZnSe3,Zn,Hf,Se,2.0,4.0,-2.0,1.65,1.3,2.55,89.54,70.83,198.14,-0.8999999999999999,-1.2499999999999998,-1.79,-2.14,1.2641536072285755,0.3574745129706268,0.4519026950640961,0.5027932960893854,0.5841121495327103,-5.977182470000003,-2.693665829999998,-6.510488250000024,-1.1074028380152596,-2.693665922468976,-0.2111875472497096,0.922398193658712,0.1845735353332302,-2.730814399751447,9.889346728482574,6.50368793830198,10.84576444731508,110.68,153.65,79.97,166.61,213.77,95.78,29.97,89.50999999999999,23.97,0.8401631264829098,0.7562962085912287,9.583566362380024,0.6510062559761816
ZnPtS3,Zn,Pt,S,2.0,4.0,-2.0,1.65,2.28,2.58,89.54,62.9,184.4,-0.9300000000000002,-0.3000000000000002,-1.79,-1.16,1.423529411764706,0.3411062906724512,0.4855748373101952,0.5195530726256984,0.2586206896551726,-5.977182470000003,-5.356933680000001,-7.00838179000003,-1.1074028380152596,-5.356933863894433,0.8145175879610062,0.922398193658712,-2.343454411431776,-2.847077729734469,9.889346728482574,9.304231095431794,11.769320157021456,110.68,127.29,74.72999999999999,166.61,171.03,84.92999999999999,29.97,67.08,273.21,0.7242238721206071,0.7832807099786283,6.99377875239764,1.5735628117782936
ZnPtSe3,Zn,Pt,Se,2.0,4.0,-2.0,1.65,2.28,2.55,89.54,62.9,198.14,-0.8999999999999999,-0.27,-1.79,-1.16,1.423529411764706,0.3174523064499849,0.4519026950640961,0.5027932960893854,0.2327586206896551,-5.977182470000003,-5.356933680000001,-6.510488250000024,-1.1074028380152596,-5.356933863894433,-0.2111875472497096,0.922398193658712,-2.343454411431776,-2.730814399751447,9.889346728482574,9.304231095431794,10.84576444731508,110.68,127.29,79.97,166.61,171.03,95.78,29.97,67.08,23.97,0.7127562026953691,0.7792713424179543,7.212220723780788,1.6833421921877596
ZnPdS3,Zn,Pd,S,2.0,4.0,-2.0,1.65,2.2,2.58,89.54,61.53,184.4,-0.9300000000000002,-0.3799999999999999,-1.79,-1.2399999999999998,1.4552250934503494,0.3336767895878525,0.4855748373101952,0.5195530726256984,0.3064516129032257,-5.977182470000003,-4.050029529999997,-7.00838179000003,-1.1074028380152596,-3.3187316339264146,0.8145175879610062,0.922398193658712,-0.6164896771706587,-2.847077729734469,9.889346728482574,9.117200058967594,11.769320157021456,110.68,142.19,74.72999999999999,166.61,221.34,84.92999999999999,29.97,58.190000000000005,273.21,0.7462451750746029,0.7876441246603292,6.754790297417129,1.3353590187566775
ZnPdSe3,Zn,Pd,Se,2.0,4.0,-2.0,1.65,2.2,2.55,89.54,61.53,198.14,-0.8999999999999999,-0.3499999999999996,-1.79,-1.2399999999999998,1.4552250934503494,0.3105380034319168,0.4519026950640961,0.5027932960893854,0.2822580645161288,-5.977182470000003,-4.050029529999997,-6.510488250000024,-1.1074028380152596,-3.3187316339264146,-0.2111875472497096,0.922398193658712,-0.6164896771706587,-2.730814399751447,9.889346728482574,9.117200058967594,10.84576444731508,110.68,142.19,79.97,166.61,221.34,95.78,29.97,58.190000000000005,23.97,0.734777505649365,0.7833827212415095,6.978096001951501,1.3954590852442543
LaYbS3,La,Yb,S,3.0,3.0,-2.0,1.1,1.1,2.58,136.19,86.89,184.4,-1.48,-1.48,-2.34,-2.34,1.5673840487973298,0.4712039045553145,0.7385574837310195,0.6324786324786326,0.6324786324786326,-2.778124050000001,-3.076992080000003,-7.00838179000003,-2.7781241453682792,-1.0944533775707237,0.8145175879610062,-0.2216918666232401,0.4767999173605045,-2.847077729734469,5.8114999284947535,6.531525574217345,11.769320157021456,205.43,173.83,74.72999999999999,267.61,248.9,84.92999999999999,119.73,112.51,273.21,0.8286984233461695,0.8356074090922222,3.585214703677725,0.8356074090922223
LaYbSe3,La,Yb,Se,3.0,3.0,-2.0,1.1,1.1,2.55,136.19,86.89,198.14,-1.4499999999999995,-1.4499999999999995,-2.34,-2.34,1.5673840487973298,0.4385283133138185,0.687342283234077,0.6196581196581196,0.6196581196581196,-2.778124050000001,-3.076992080000003,-6.510488250000024,-2.7781241453682792,-1.0944533775707237,-0.2111875472497096,-0.2216918666232401,0.4767999173605045,-2.730814399751447,5.8114999284947535,6.531525574217345,10.84576444731508,205.43,173.83,79.97,267.61,248.9,95.78,119.73,112.51,23.97,0.8120227162343637,0.8294130640974526,3.7433456738699222,0.8294130640974529
LaErSe3,La,Er,Se,3.0,3.0,-2.0,1.1,1.24,2.55,136.19,88.98,198.14,-1.4499999999999995,-1.3099999999999998,-2.34,-2.2,1.5305686671162058,0.4490764106187545,0.687342283234077,0.6196581196581196,0.5954545454545453,-2.778124050000001,-3.1956924299999976,-6.510488250000024,-2.7781241453682792,-1.116046528311978,-0.2111875472497096,-0.2216918666232401,0.3640982624916961,-2.730814399751447,5.8114999284947535,6.339470940626883,10.84576444731508,205.43,26.96,79.97,267.61,255.11,95.78,119.73,111.71,23.97,0.8351281745391513,0.8233756117988887,4.014578168572677,0.8568435446070513
LaTmSe3,La,Tm,Se,3.0,3.0,-2.0,1.1,1.25,2.55,136.19,87.92,198.14,-1.4499999999999995,-1.2999999999999998,-2.34,-2.19,1.5490218380345768,0.4437266579186434,0.687342283234077,0.6196581196581196,0.593607305936073,-2.778124050000001,-3.153999099999999,-6.510488250000024,-2.7781241453682792,-1.0724057668138651,-0.2111875472497096,-0.2216918666232401,0.5222435779285232,-2.730814399751447,5.8114999284947535,6.424661898518719,10.84576444731508,205.43,176.24,79.97,267.61,254.47,95.78,119.73,111.95,23.97,0.8124443538563991,0.8264266435702192,3.8725022804683946,0.8626948739833108
LaLuS3,La,Lu,S,3.0,3.0,-2.0,1.1,1.27,2.58,136.19,85.75,184.4,-1.48,-1.31,-2.34,-2.17,1.5882215743440231,0.4650216919739696,0.7385574837310195,0.6324786324786326,0.6036866359447005,-2.778124050000001,-1.7533157500000005,-7.00838179000003,-2.7781241453682792,-1.7533158101883548,0.8145175879610062,-0.2216918666232401,0.3090144625889975,-2.847077729734469,5.8114999284947535,5.26002856955933,11.769320157021456,205.43,162.29,74.72999999999999,267.61,232.06,84.92999999999999,119.73,97.53,273.21,0.8031271333784143,0.8391335702855044,3.4498567541532505,0.8791548816888257
LaLuSe3,La,Lu,Se,3.0,3.0,-2.0,1.1,1.27,2.55,136.19,85.75,198.14,-1.4499999999999995,-1.2799999999999998,-2.34,-2.17,1.5882215743440231,0.4327748056929444,0.687342283234077,0.6196581196581196,0.5898617511520736,-2.778124050000001,-1.7533157500000005,-6.510488250000024,-2.7781241453682792,-1.7533158101883548,-0.2111875472497096,-0.2216918666232401,0.3090144625889975,-2.730814399751447,5.8114999284947535,5.26002856955933,10.84576444731508,205.43,162.29,79.97,267.61,232.06,95.78,119.73,97.53,23.97,0.8252295810394291,0.8327436882584696,3.6100899903048536,0.8748090328209385
LaTlSe3,La,Tl,Se,3.0,3.0,-2.0,1.1,1.62,2.55,136.19,88.45,198.14,-1.4499999999999995,-0.9299999999999996,-2.34,-1.82,1.5397399660825324,0.4464015342686989,0.687342283234077,0.6196581196581196,0.5109890109890108,-2.778124050000001,-2.36925177,-6.510488250000024,-2.7781241453682792,-2.3692518513323906,-0.2111875472497096,-0.2216918666232401,-0.1395649868243635,-2.730814399751447,5.8114999284947535,5.166986943295928,10.84576444731508,205.43,109.74,79.97,267.61,154.46,95.78,119.73,59.04,23.97,0.8238042170669385,0.8248983064995183,3.9423481217649674,1.0003247085985798
YbPrSe3,Pr,Yb,Se,3.0,3.0,-2.0,1.13,1.1,2.55,130.43,86.89,198.14,-1.42,-1.4499999999999995,-2.31,-2.34,1.5010933364023478,0.4385283133138185,0.658271928939134,0.6147186147186147,0.6196581196581196,-2.320982129999998,-3.076992080000003,-6.510488250000024,-2.320982209675374,-1.0944533775707237,-0.2111875472497096,0.1152585549847216,0.4767999173605045,-2.730814399751447,5.700078313684422,6.531525574217345,10.84576444731508,201.97,173.83,79.97,271.35,248.9,95.78,117.98,112.51,23.97,0.8438911577238597,0.8151235320506686,4.366886924686265,0.8086259060450701
PrLuSe3,Pr,Lu,Se,3.0,3.0,-2.0,1.13,1.27,2.55,130.43,85.75,198.14,-1.42,-1.2799999999999998,-2.31,-2.17,1.5210495626822158,0.4327748056929444,0.658271928939134,0.6147186147186147,0.5898617511520736,-2.320982129999998,-1.7533157500000005,-6.510488250000024,-2.320982209675374,-1.7533158101883548,-0.2111875472497096,0.1152585549847216,0.3090144625889975,-2.730814399751447,5.700078313684422,5.26002856955933,10.84576444731508,201.97,162.29,79.97,271.35,232.06,95.78,117.98,97.53,23.97,0.8191772776770461,0.8183967745972105,4.190837883571764,0.8528841386782483
YbCeSe3,Ce,Yb,Se,3.0,3.0,-2.0,1.12,1.1,2.55,133.42,86.89,198.14,-1.4299999999999995,-1.4499999999999995,-2.32,-2.34,1.535504661065715,0.4385283133138185,0.6733622691026546,0.6163793103448275,0.6196581196581196,-2.5303330600000007,-3.076992080000003,-6.510488250000024,-2.5303331468620374,-1.0944533775707237,-0.2111875472497096,0.0869328039854952,0.4767999173605045,-2.730814399751447,5.700526061695872,6.531525574217345,10.84576444731508,204.28,173.83,79.97,257.54,248.9,95.78,118.68,112.51,23.97,0.8162460707339598,0.8225411884430095,4.021677254203224,0.8181888599191436
CeTmSe3,Ce,Tm,Se,3.0,3.0,-2.0,1.12,1.25,2.55,133.42,87.92,198.14,-1.4299999999999995,-1.2999999999999998,-2.32,-2.19,1.5175159235668787,0.4437266579186434,0.6733622691026546,0.6163793103448275,0.593607305936073,-2.5303330600000007,-3.153999099999999,-6.510488250000024,-2.5303331468620374,-1.0724057668138651,-0.2111875472497096,0.0869328039854952,0.5222435779285232,-2.730814399751447,5.700526061695872,6.424661898518719,10.84576444731508,204.28,176.24,79.97,257.54,254.47,95.78,118.68,111.95,23.97,0.838427119187861,0.8195795110882717,4.16906409112385,0.851020276815365
CeLuS3,Ce,Lu,S,3.0,3.0,-2.0,1.12,1.27,2.58,133.42,85.75,184.4,-1.46,-1.31,-2.32,-2.17,1.5559183673469386,0.4650216919739696,0.7235357917570499,0.6293103448275862,0.6036866359447005,-2.5303330600000007,-1.7533157500000005,-7.00838179000003,-2.5303331468620374,-1.7533158101883548,0.8145175879610062,0.0869328039854952,0.3090144625889975,-2.847077729734469,5.700526061695872,5.26002856955933,11.769320157021456,204.28,162.29,74.72999999999999,257.54,232.06,84.92999999999999,118.68,97.53,273.21,0.8327393029868271,0.8318831882096727,3.7093934721941695,0.8671927865510282
CeLuSe3,Ce,Lu,Se,3.0,3.0,-2.0,1.12,1.27,2.55,133.42,85.75,198.14,-1.4299999999999995,-1.2799999999999998,-2.32,-2.17,1.5559183673469386,0.4327748056929444,0.6733622691026546,0.6163793103448275,0.5898617511520736,-2.5303330600000007,-1.7533157500000005,-6.510488250000024,-2.5303331468620374,-1.7533158101883548,-0.2111875472497096,0.0869328039854952,0.3090144625889975,-2.730814399751447,5.700526061695872,5.26002856955933,10.84576444731508,204.28,162.29,79.97,257.54,232.06,95.78,118.68,97.53,23.97,0.8101145017718974,0.8258442176262321,3.869626708345773,0.8629704982879717
NdLuSe3,Nd,Lu,Se,3.0,3.0,-2.0,1.14,1.27,2.55,127.64,85.75,198.14,-1.41,-1.2799999999999998,-2.3,-2.17,1.4885131195335275,0.4327748056929444,0.644190976077521,0.6130434782608696,0.5898617511520736,-2.1210724900000018,-1.7533157500000005,-6.510488250000024,-2.121072562812813,-1.7533158101883548,-0.2111875472497096,0.3586248253414548,0.3090144625889975,-2.730814399751447,5.776794692320843,5.26002856955933,10.84576444731508,200.25,162.29,79.97,272.22,232.06,95.78,117.44,97.53,23.97,0.8446352036653532,0.811447488292538,4.536888580036978,0.8433375950844698
NdInS3,Nd,In,S,3.0,3.0,-2.0,1.14,1.78,2.58,127.64,79.56,184.4,-1.4400000000000002,-0.8,-2.3,-1.66,1.6043237807943689,0.4314533622559653,0.6921908893709328,0.6260869565217393,0.4819277108433735,-2.1210724900000018,-2.5178859200000034,-7.00838179000003,-2.121072562812813,-2.517886006434747,0.8145175879610062,0.3586248253414548,-0.1678385307595446,-2.847077729734469,5.776794692320843,5.364511578154709,11.769320157021456,200.25,114.07,74.72999999999999,272.22,151.32,84.92999999999999,117.44,49.29,273.21,0.8332450429982323,0.8359075458565716,3.4995699967311684,1.0859529334867115
YbBiS3,Bi,Yb,S,3.0,3.0,-2.0,2.02,1.1,2.58,138.01,86.89,184.4,-0.56,-1.48,-1.42,-2.34,1.5883300725054663,0.4712039045553145,0.7484273318872017,0.3943661971830986,0.6324786324786326,-4.568780880000002,-3.076992080000003,-7.00838179000003,-4.56878103683849,-1.0944533775707237,0.8145175879610062,-1.6542288708495247,0.4767999173605045,-2.847077729734469,7.913870035627065,6.531525574217345,11.769320157021456,98.99,173.83,74.72999999999999,130.17,248.9,84.92999999999999,54.69,112.51,273.21,0.8089252619877663,0.8403511799039999,3.4208257938366216,0.5239799134688815
YbBiSe3,Bi,Yb,Se,3.0,3.0,-2.0,2.02,1.1,2.55,138.01,86.89,198.14,-0.5299999999999998,-1.4499999999999995,-1.42,-2.34,1.5883300725054663,0.4385283133138185,0.6965277076814373,0.3732394366197182,0.6196581196581196,-4.568780880000002,-3.076992080000003,-6.510488250000024,-4.56878103683849,-1.0944533775707237,-0.2111875472497096,-1.6542288708495247,0.4767999173605045,-2.730814399751447,7.913870035627065,6.531525574217345,10.84576444731508,98.99,173.83,79.97,130.17,248.9,95.78,54.69,112.51,23.97,0.8212898953940553,0.8339281592927906,3.5789567640288187,0.5023009728775711
GdInS3,Gd,In,S,3.0,3.0,-2.0,1.2,1.78,2.58,121.17,79.56,184.4,-1.38,-0.8,-2.24,-1.66,1.523001508295626,0.4314533622559653,0.6571041214750543,0.6160714285714286,0.4819277108433735,-2.8746633999999998,-2.5178859200000034,-7.00838179000003,-1.3761398572405408,-2.517886006434747,0.8145175879610062,1.325343534503421,-0.1678385307595446,-2.847077729734469,6.0569064659121885,5.364511578154709,11.769320157021456,30.32,114.07,74.72999999999999,202.1,151.32,84.92999999999999,111.28,49.29,273.21,0.8155995355682731,0.8185754031130386,4.17866622989752,1.0464244048277616
GdInSe3,Gd,In,Se,3.0,3.0,-2.0,1.2,1.78,2.55,121.17,79.56,198.14,-1.35,-0.7699999999999998,-2.24,-1.66,1.523001508295626,0.4015342686988998,0.6115372968608055,0.6026785714285713,0.4638554216867468,-2.8746633999999998,-2.5178859200000034,-6.510488250000024,-1.3761398572405408,-2.517886006434747,-0.2111875472497096,1.325343534503421,-0.1678385307595446,-2.730814399751447,6.0569064659121885,5.364511578154709,10.84576444731508,30.32,114.07,79.97,202.1,151.32,95.78,111.28,49.29,23.97,0.8035189481942847,0.8130602630636862,4.351366079067956,1.0563938135005335
SmInS3,Sm,In,S,3.0,3.0,-2.0,1.17,1.78,2.58,123.78,79.56,184.4,-1.41,-0.8,-2.27,-1.66,1.5558069381598794,0.4314533622559653,0.6712581344902386,0.6211453744493393,0.4819277108433735,-2.519165209999997,-2.5178859200000034,-7.00838179000003,-2.5191652964786626,-2.517886006434747,0.8145175879610062,0.530550865217543,-0.1678385307595446,-2.847077729734469,5.94376524505028,5.364511578154709,11.769320157021456,194.74,114.07,74.72999999999999,267.86,151.32,84.92999999999999,115.12,49.29,273.21,0.8107919634723592,0.8255671948534746,3.8776583788745302,1.0640542820892307
SmInSe3,Sm,In,Se,3.0,3.0,-2.0,1.17,1.78,2.55,123.78,79.56,198.14,-1.38,-0.7699999999999998,-2.27,-1.66,1.5558069381598794,0.4015342686988998,0.6247098011507016,0.6079295154185022,0.4638554216867468,-2.519165209999997,-2.5178859200000034,-6.510488250000024,-2.5191652964786626,-2.517886006434747,-0.2111875472497096,0.530550865217543,-0.1678385307595446,-2.730814399751447,5.94376524505028,5.364511578154709,10.84576444731508,194.74,114.07,79.97,267.86,151.32,95.78,115.12,49.29,23.97,0.8229034373732838,0.8197061159545953,4.050358228044967,1.0743078954338277
YBiSe3,Bi,Y,Se,3.0,3.0,-2.0,2.02,1.22,2.55,138.01,89.9,198.14,-0.5299999999999998,-1.3299999999999998,-1.42,-2.22,1.5351501668520575,0.4537195922075301,0.6965277076814373,0.3732394366197182,0.5990990990990991,-4.568780880000002,-2.518776380000004,-6.510488250000024,-4.56878103683849,-2.5187764664653174,-0.2111875472497096,-1.6542288708495247,0.1564045493718278,-2.730814399751447,7.913870035627065,6.250735714575128,10.84576444731508,98.99,178.5,79.97,130.17,235.81,95.78,54.69,94.26,23.97,0.8374176795379076,0.8252136621414531,3.948632191430287,0.5141090727923506
